商品ID,商品名称,规格,条码,折扣价,原价,skuid
949021867021,乐事 青柠味原切马铃薯片 70g/袋,,6924743919266,4.88,7.5,949021867021
950099589004,好丽友呀!土豆 番茄酱味薯条 70g/袋,,6920907808537,4.88,7.5,950099589004
949015960000,高露洁 劲白小苏打茉莉白茶味牙膏 120g/支,,6920354808326,12.6,16.8,949015960000
949491110191,奥利奥 浓醇巧克力味夹心饼干 48.5克/袋,,6901668935663,2.4,4.8,949491110191
950102653010,好丽友 摩卡巧克力味Q蒂蛋糕 6枚168g/盒,,6920907803020,12.6,13.7,950102653010
950101601577,上好佳 非油炸鲜虾条膨化食品 40g/袋,,6909409012017,2.5,5,950101601577
950104785608,强生婴儿手口湿巾婴儿爽洁湿巾开心食刻温和洁净手口湿巾10片/包,,6907376500438,2.5,5,950104785608
950121025012,百岁山 天然矿泉水 办公室会议小瓶装水 348ml／瓶,,6902068928255,0.01,2.5,950121025012
950131589078,一次性拖鞋 高档酒店男女适用拖鞋 居家招待客人亲戚拖鞋 一双,,6904079932900,0.01,3,950131589078
949500138698,【颜色随机】洗脸化妆专用发夹 女无痕发卡大号侧边刘海碎发鸭嘴夹头发夹子头饰 一个,,6901152839934,0.01,3,949500138698
949497690817,伊利 纯牛奶  伊利品质值得信赖 250ml／盒,,6901092620937,0.01,4,949497690817
950450037712,塑料脸盆加厚婴儿脸盆家用小号面盆/个,,wm39535350705043,0.01,6.8,950450037712
950662664340,【口味随机】小浣熊 干脆面有肉任性油炸方便面 35g/袋,,6925303779009,0.01,2,950662664340
949508434868,钢丝球厨房专用手柄不伤锅不锈钢丝洗碗铁丝球刷锅清洁球家居小个,,6903719358940,0.01,2,949508434868
950101321402,一次性浴巾旅行单独包装一次毛巾加厚加大不掉絮浴巾民宿酒店（60x120cm）,,6026146646,0.01,6.5,950101321402
949042639488,佳选 夏季浅口隐形船袜子 女春秋防滑不掉跟夏天薄款短袜 随机图案／1双,,6901933296505,0.01,5,949042639488
950690324031,【口感松脆】乐事 薯片原味黄瓜多口味膨化土豆片休闲零食 口味随机 40g／袋,,6901113636794,0.01,5,950690324031
950669436465,得力7144强力胶502快干胶水补鞋胶粘鞋专用木材橡胶陶瓷灯粘合剂8g/个,,2080578092490,0.01,4.5,950669436465
949032295071,农夫山泉茶π瓶茶派蜜桃乌龙柠檬红茶青提茶兀【口味随机】500ml/瓶,,6903354722403,0.01,6,949032295071
949017927915,牙线盒自动弹出家用高档创意牙签盒筒轻奢随身便携迷你牙线收纳盒/盒,,2080319946525,0.01,3,949017927915
949045691487,【口味随机】旺仔 QQ糖休闲小零食 20g／袋,,6903899275617,0.01,1.5,949045691487
950094933365,康师傅 低糖绿茶饮料 1l/瓶【红绿随机】,,6922507038611,0.01,6,950094933365
950094269909,康师傅红茶茶饮料 500毫升/瓶【口味随机】,,6943260971267,0.01,3.5,950094269909
950658672016,【单支装】佳洁士牙刷软毛成人牙刷五彩水晶手动便携,,6903148072356,0.01,5,950658672016
949012951044,【随机品牌】可口可乐雪碧美年达芬达多种口味汽水 330ml/罐,,6920273347241,0.01,2.5,949012951044
949479934319,迪味臻五香卤蛋 30g/袋,,6948385700105,0.01,3,949479934319
949490738613,全钢啤酒瓶开瓶器饮料开盖器啤酒起子启瓶器镭射瓶起子1个,,2080389172510,0.01,2,949490738613
949021759215,喜之郎 吸吸果汁果冻 150克/袋【口味随机】,,6926468201343,0.01,4.5,949021759215
950652108089,劲仔 小鱼 12g/袋【口味随机】,,6903122165340,0.01,1.5,950652108089
949490258873,星级酒店一次性洗漱用品宾馆民宿一次性牙刷牙膏套装,,2080210599004,0.01,2,949490258873
949032555760,麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条,,6902902737487,0.01,1.8,949032555760
950103657459,康师傅 方便面 112g/桶【口味随机】,,6920208993345,0.01,5.5,950103657459
949494350862,雪花清爽 清爽8°P啤酒 500ml/听,,6948391600567,0.01,5,949494350862
949037655662,得力 2B橡皮擦小学生用儿童像皮檫制图考试美术专用橡皮擦得干净 一块,,6901542766697,0.01,1.5,949037655662
949013883003,清风 原木卷纸 1卷,,6922266450310,0.01,5,949013883003
949008843488,卫龙 经典亲嘴烧经典香 散装称重 约12g/袋【口味随机】,,3003211056214,0.01,1.5,949008843488
950112685753,迪味臻 山椒味泡椒凤爪 35g/袋,,6924690501101,0.01,3.9,950112685753
950103757064,【口味随机】康师傅 红烧牛肉方便面 1袋,,6903252108347,0.01,3.5,950103757064
949015247499,双汇 王中王火腿肠 30g/根,,6902890883968,0.01,2,949015247499
950124625023,佳洁士 盐白牙膏自然洁白冰感清新 90g／支,,6901164773066,0.01,12.8,950124625023
950108517063,洗碗抹布清洁布擦桌布家用厨房用品不易沾油吸水毛巾家务清洁 颜色随机一个,,2080419746353,0.01,3.5,950108517063
950134349330,【随机品牌】中性笔0.5mm头刷题笔黑笔签字笔碳素笔文具办公 黑色一支,,6935205320018,0.01,1,950134349330
950680100302,好丽友 蛋黄派 23gx2枚／盒 松软有度细腻于唇,,6903586775581,0.01,4.98,950680100302
950127145958,农夫山泉 饮用水 饮用天然水 380ml／瓶,,6902198251223,0.01,2,950127145958
949024191270,unny悠宜卸妆湿巾纸巾单片装眼唇脸部深层清洁官方一次性便携式一片,,6940079097089,0.01,3.8,949024191270
949477930432,佳得乐GATORADE 运动饮料 600ml/瓶【口味随机】,,6906907431357,0.01,6,949477930432
950691180664,伊利 原味优酸乳 我有我的滋味 250ml／盒,,6903964326671,0.01,2.5,950691180664
950687692259,旺仔 复原乳牛奶 125ml／盒,,6902697614178,0.01,3,950687692259
949501242915,王老吉 植物凉茶清凉降火本草植物配制 310ml／罐,,6903725939645,0.01,4,949501242915
950102261140,元气森林 0糖0脂0卡气元气森林气泡水 480ml/瓶【口味随机】,,6901018969805,0.01,5.5,950102261140
950654952496,雪花snowflake 9°P原汁麦啤酒 500ml/听,,6949352203483,0.01,4.8,950654952496
950673420318,苏菲 超熟睡安心裤L码 2片／包 安睡裤考拉裤姨妈裤产妇女经期防漏安全裤卫生巾,,6901407238314,0.01,16.8,950673420318
949042275882,【颜色随机】简约牙刷杯洗漱杯饮水杯家用刷牙杯子情侣杯磨砂塑料漱口杯,,6901369283476,0.01,5,949042275882
949492998044,农夫山泉 天然饮用水 5L／桶,,6902106574543,0.01,16.8,949492998044
949503622458,洁能 化妆木棉签脱脂木棉棒 100支／包,,6901833897406,0.01,3.99,949503622458
949011967910,琥珀小米锅巴 麻辣味小米锅巴含油型膨化食品 22g/袋,,6936605800018,0.01,1.5,949011967910
950133949381,拉美拉 挖耳勺 不锈钢成人掏耳勺 老式掏耳勺 工具挖耳勺1心掏耳神器 一个,,6903682453383,0.01,3.99,950133949381
950673420318,苏菲 超熟睡安心裤L码 2片／包 安睡裤考拉裤姨妈裤产妇女经期防漏安全裤卫生巾,,6901407238314,0.01,16.8,950673420318
950101321402,一次性浴巾旅行单独包装一次毛巾加厚加大不掉絮浴巾民宿酒店（60x120cm）,,6026146646,0.01,6.5,950101321402
949492998044,农夫山泉 天然饮用水 5L／桶,,6902106574543,0.01,16.8,949492998044
950656340154,【口味随机】东方树叶 0卡茶饮料 500ml/瓶,,6968217558049,0.01,6,950656340154
950121025012,百岁山 天然矿泉水 办公室会议小瓶装水 348ml／瓶,,6902068928255,0.01,2.5,950121025012
950660220015,中街 糯米糍香草口味雪糕 35g/袋,,6921895902351,0.01,1.5,950660220015
949475110648,【口味随机】三得利SUNTORY 乌龙茶饮料 500毫升/瓶,,647153045009,0.01,5.5,949475110648
949032295071,农夫山泉茶π瓶茶派蜜桃乌龙柠檬红茶青提茶兀【口味随机】500ml/瓶,,6903354722403,0.01,6,949032295071
950662664340,【口味随机】小浣熊 干脆面有肉任性油炸方便面 35g/袋,,6925303779009,0.01,2,950662664340
949012951044,【随机品牌】可口可乐雪碧美年达芬达多种口味汽水 330ml/罐,,6920273347241,0.01,2.5,949012951044
950127145958,农夫山泉 饮用水 饮用天然水 380ml／瓶,,6902198251223,0.01,2,950127145958
949482622597,伊利巧乐兹 熔岩巧巧冰淇淋 70g/支【口味随机】,,6907992825601,0.01,5,949482622597
949032555760,麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条,,6902902737487,0.01,1.8,949032555760
950094933365,康师傅 低糖绿茶饮料 1l/瓶【红绿随机】,,6922507038611,0.01,6,950094933365
950102261140,元气森林 0糖0脂0卡气元气森林气泡水 480ml/瓶【口味随机】,,6901018969805,0.01,5.5,950102261140
950103657459,康师傅 方便面 112g/桶【口味随机】,,6920208993345,0.01,5.5,950103657459
949474714550,百威 9.7°P啤酒 500ml/听,,6948960100078,0.01,9.5,949474714550
949494350862,雪花清爽 清爽8°P啤酒 500ml/听,,6948391600567,0.01,5,949494350862
950134349330,【随机品牌】中性笔0.5mm头刷题笔黑笔签字笔碳素笔文具办公 黑色一支,,6935205320018,0.01,1,950134349330
950111149923,爱尚咪咪 虾味油炸糕点虾条 18克/袋,,6924790600537,0.01,1,950111149923
980580566225,中秋节灯笼兔子灯笼中秋挂饰手提花灯宫灯儿童diy手工制作材料包(需自己组装) 款式可选/个,规格: 玉兔(花草款）,"wm33937627012518,wm97486541095336,wm37431392703275,wm43466537001298",17.1,22.8,5939640865668
980580566225,中秋节灯笼兔子灯笼中秋挂饰手提花灯宫灯儿童diy手工制作材料包(需自己组装) 款式可选/个,规格: 圆月玉盘(花草款）,"wm33937627012518,wm97486541095336,wm37431392703275,wm43466537001298",21.17,26.8,5938325496866
980580566225,中秋节灯笼兔子灯笼中秋挂饰手提花灯宫灯儿童diy手工制作材料包(需自己组装) 款式可选/个,规格: 莲花(花草款),"wm33937627012518,wm97486541095336,wm37431392703275,wm43466537001298",21.17,26.8,5938325784690
980580566225,中秋节灯笼兔子灯笼中秋挂饰手提花灯宫灯儿童diy手工制作材料包(需自己组装) 款式可选/个,规格: 六边形(花草款),"wm33937627012518,wm97486541095336,wm37431392703275,wm43466537001298",21.17,26.8,6105186491511
977726259543,【免蒸免煮】展艺 冰皮月饼预拌粉 200g/袋自制雪媚娘皮冰皮月饼粉 (新老包装随机),,wm09446239876864,6.44,9.9,977726259543
966333969784,洋河光瓶酒 蓝洋河 42度 618ml 单瓶装,,6932599260807,72.16,88,966333969784
966952696941,洋河光瓶酒 蓝洋河 42度 618ml*9整箱装,,6932599260814,605.44,688,966952696941
949008343380,第6感 超薄平滑天然胶乳橡胶避孕套 3只/盒,,6932564420021,26.06,32.99,949008343380
949470542046,名流 天然胶乳橡胶避孕套柔滑丝薄 10只/盒,,6936296727083,33.96,42.99,949470542046
949469790594,[第6感]天然橡胶胶乳避孕套(玻尿酸003颗粒)52mm*3只/盒,,6932564457751,14.24,18.98,949469790594
950094777331,名流 天然胶乳橡胶避孕套超薄装 10只/盒,,6936296758766,33.89,42.9,950094777331
950094901698,名流 致薄002天然胶乳橡胶避孕套 10只/盒,,6936296728899,33.89,42.9,950094901698
950094609345,名流  天然胶乳橡胶避孕套 3只/盒,,6936296772007,13.49,17.98,950094609345
967412179897,杰士邦 零感玻尿酸超薄天然胶乳橡胶避孕套 3只/盒,,8850956033254,25.99,32.9,967412179897
967412559050,冈本 避孕套 001超薄安全套 进口套套 0.01聚氨酯避孕套2片装,,4547691783387,80.77,98.5,967412559050
955493201794,【鲨鱼菲特】轻食 原味 低脂弹脆鸡肉丸 50g/袋 高蛋白即食,,6975148871949,3.58,5.5,955493201794
956069200222,【鲨鱼菲特】轻食 弹嫩低脂鸡胸肉肠即食健身代餐零食原味鸡肉肠 25g/根,,6975148871932,1.5,2.99,956069200222
954847854090,【鲨鱼菲特】轻食 0脂荞麦方便面 非油炸高饱腹泡面方便面饼宿舍速食 60g/袋,,6975666810628,1.45,2.9,954847854090
954361831372,鲨鱼菲特  孜然味鸡胸肉即食健身代餐0减低脂高蛋白轻食主食鸡肉零食品60g/袋,,6975148871505,3.58,5.5,954361831372
956056936301,【鲨鱼菲特】轻食 新奥尔良味 高蛋白去皮鸡腿肉 80g/袋 开袋即食,,6975148870515,8.96,12.8,956056936301
954359671078,【鲨鱼菲特】轻食 孜然味 高蛋白去皮鸡腿肉 80g/袋 开袋即食,,6975148870522,8.96,12.8,954359671078
956054440170,鲨鱼菲特   黑椒味鸡胸肉即食健身代餐0减低脂高蛋白轻食主食鸡肉零食品60g/袋,,6975148871543,3.5,5.5,956054440170
956053204247,鲨鱼菲特 水果燕麦酥 20g/袋,,6975148871970,1.5,2.99,956053204247
954355595720,【鲨鱼菲特】轻食  经典原味  低脂切片午餐肉  50g/袋  高蛋白即食,,6975148874599,3.58,5.5,954355595720
955475541015,鲨鱼菲特 原味即食皮肉肉蛋粒肠低肉健身宿舍代餐零食30g/袋,,6975148874476,2.25,4.5,955475541015
955473677412,【鲨鱼菲特】轻食 奥尔良味 低脂嫩烤鸡胸肉 60g/袋,,6975148871635,3.5,5.5,955473677412
954827806706,鲨鱼菲特 全麦紫薯欧包学生宿舍耐吃零食饱腹早餐夹心面包50g/袋,,6975148871888,3.58,5.5,954827806706
954350211608,【鲨鱼菲特】轻食 生椰拿铁厚切全麦吐司 50g/袋  早餐面包开袋即食,,6975148874186,2,3.99,954350211608
956046164059,鲨鱼菲特 低脂黑麦饱饱吐司50g/袋,,6975148871482,2,3.99,956046164059
965156907639,七鲜山药片（酱香牛排味）90g,,6978412562307,3.9,8.8,965156907639
965157203058,七鲜 原切香芋片50g(海盐味),,5008145165,5.14,7.9,965157203058
965655550861,七鲜花椒锅巴200g,,16978412562314,7.3,13.8,965655550861
965655562570,七鲜玉米球30g（奶酪太妃味）,,6978412562284,3.9,6.8,965655562570
954191905925,七鲜栀子乌龙 500ml*15瓶/箱,,6975079771011,47.9,69.9,954191905925
953551490118,七鲜100%橙汁 2L*4瓶/箱,,6970768801475,93.2,128.8,953551490118
954766352199,七鲜茉莉花茶 500ml*15瓶/箱,,6975079770991,47.9,69.9,954766352199
954192257346,七鲜巴马弱碱性天然泉水 380ml*24瓶/箱,,6978412561997,24.7,38.8,954192257346
953551394206,七鲜皮尔森超爽啤酒2L*6瓶/箱,,6973940089814,118.5,159.9,953551394206
954192169463,七鲜生榨鲜椰汁1kg*6瓶/箱,,6973940087698,80.8,98.8,954192169463
953551166623,七鲜巴马弱碱性天然泉水 500ml/瓶,,6978412561959,1.5,2.99,953551166623
953081783979,七鲜 茉莉花茶 900ml/瓶,,6975079770687,5.1,9.9,953081783979
953551502062,七鲜生茶茶饮料 500ml/瓶,,6975079770724,3.2,6.5,953551502062
954192381226,七鲜 栀子乌龙 900ml/瓶,,6975079770700,5.1,9.9,954192381226
953551262442,七鲜 生茶茶饮料 900ml/瓶,,6975079770762,5.1,8.8,953551262442
954192257343,七鲜生茶茶饮料 500ml*15瓶/箱,,6975079770731,47.9,69.9,954192257343
953550998698,七鲜 茉莉花茶 900ml*6瓶/箱,,6975079770694,30.5,42.8,953550998698
954192325369,七鲜 栀子乌龙 900ml*6瓶/箱,,6975079770717,30.5,42.8,954192325369
953550914841,七鲜栀子乌龙 500ml/瓶,,6975079771004,2.5,5,953550914841
953551102643,七鲜七鲜100%苹果汁2L*4瓶/箱,,6970768801512,78.7,108,953551102643
953550986892,七鲜巴马弱碱性天然泉水 500ml*12瓶/箱,,6978412561980,19.9,28.8,953550986892
954766112522,七鲜海盐苏打饼干 540g/袋,,6977928290032,14.5,25.8,954766112522
953082395100,七鲜焦糖味瓜子110g/袋,,6930755617984,4.1,8.5,953082395100
953551262448,七鲜 100%葡萄汁 2L*4瓶/箱,,6970768801499,78.7,108,953551262448
954192357274,七鲜黑松露火腿藜麦苏打饼干232g/袋,,6977928290025,10.5,19.9,954192357274
953081747976,七鲜山核桃味瓜子110g/袋,,6930755617977,4.1,8.8,953081747976
954765888936,七鲜巴马弱碱性天然泉水 380ml/瓶,,6978412561942,1,2,954765888936
953082271245,七鲜 生茶茶饮料 900ml*6瓶/箱,,6975079770779,30.5,42.8,953082271245
954766208385,七鲜茉莉花茶 500ml/瓶,,6975079770984,2.5,5,954766208385
953081915892,七鲜苹果嗨棒预调鸡尾酒330ml/瓶,,6973940089210,5.6,8.8,953081915892
954192253378,七鲜新疆色买提杏预调鸡尾酒250ml/罐,,6978412561539,5.3,8.8,954192253378
953082003793,七鲜冰糖葫芦风味预调鸡尾酒250ml/罐,,6978412561577,5.3,8.8,953082003793
953551398242,七鲜优级小粒黄冰糖400g/袋,,6973940088985,6.5,11.8,953551398242
953551374282,七鲜茉莉鸭屎香风味啤酒 618ml/瓶,,5007898175,7.56,10.8,953551374282
953551426135,七鲜 多功能清洁湿巾 40片/包,,6978412561652,8.7,15.8,953551426135
953081855805,七鲜德式小麦啤酒 618ml/瓶,,6959408004056,7.1,11.8,953081855805
953551374279,七鲜 纯水湿厕纸便携装7片*8包/提 专用卫生湿巾湿厕纸男女通用,,6973940088084,14.5,19.9,953551374279
953081843733,七鲜精制白砂糖500g/袋,,6973940089005,6.1,11.8,953081843733
954192449045,七鲜 莫吉托预调鸡尾酒330ml/瓶,,6973940089227,5.6,9.9,954192449045
953550906953,七鲜洁面柔巾 80抽/包,,6973940088770,8.8,18.8,953550906953
954192345163,七鲜金汤力预调鸡尾酒330ml/瓶,,6973940089203,5.9,9.5,954192345163
953551114517,七鲜越南小青柠预调鸡尾酒250m/罐,,6978412561546,5.3,8.8,953551114517
954192133483,七鲜皮尔森超爽啤酒2L/瓶,,6973940089807,19.7,28.8,954192133483
953551062716,七鲜 七鲜 苏打水330ml*6*4,,6938867801345,53.2,69.9,953551062716
954192401212,七鲜100%椰子水1L*6瓶/箱,,6970768801376,70.5,95,954192401212
953082163386,七鲜红西柚复合果蔬汁饮料 1L*6瓶/箱,,6973940087377,70.5,96.8,953082163386
953551442155,七鲜越南小青柠预调鸡尾酒250ml*24罐/箱,,6978412562536,126.7,175,953551442155
954766236545,七鲜苹果嗨棒预调鸡尾酒330ml*24瓶/箱,,6973940089258,133.2,199.99,954766236545
954765928854,七鲜 小吊梨汤 1L*6瓶/箱,,6973940088305,86.7,128,954765928854
953551282323,七鲜 柠檬味苏打汽水 330ml*6瓶/箱,,6938867801369,13.2,19.9,953551282323
953082159414,七鲜金汤力预调鸡尾酒330ml*24瓶/箱,,6973940089234,140,192,953082159414
953551110681,七鲜小吊梨汤 360ml*12瓶/箱,,6978412560358,66.5,88.8,953551110681
954765880860,七鲜桑葚复合果汁1L*6瓶/箱,,6970768802052,74.5,108,954765880860
